DateOfBirth|DateOfBirthDate|Age
8/5/1942|1942-08-05|76
5/12/1989|1989-05-12|29
11/3/2003|2003-11-03|15
5/18/1955|1955-05-18|63
10/2/1937|1937-10-02|81
5/6/1969|1969-05-06|49
4/16/1947|1947-04-16|71
8/18/1939|1939-08-18|79
2/17/1976|1976-02-17|42
5/14/1955|1955-05-14|63
11/22/2016|2016-11-22|2
6/26/2015|2015-06-26|3
4/19/1992|1992-04-19|26
3/25/1956|1956-03-25|62
1/16/1995|1995-01-16|23
9/21/2004|2004-09-21|14
6/10/1964|1964-06-10|54
11/4/1955|1955-11-04|63
12/25/1975|1975-12-25|43
7/16/1967|1967-07-16|51
1/11/2012|2012-01-11|6
2/23/1976|1976-02-23|42
8/26/1941|1941-08-26|77
6/26/2003|2003-06-26|15
9/19/1985|1985-09-19|33
6/15/1952|1952-06-15|66
10/17/1963|1963-10-17|55
11/18/1960|1960-11-18|58
8/14/1967|1967-08-14|51
5/12/1979|1979-05-12|39
5/22/1954|1954-05-22|64
11/15/1935|1935-11-15|83
12/6/1991|1991-12-06|27
11/13/1969|1969-11-13|49
11/23/2011|2011-11-23|7
5/10/2005|2005-05-10|13
5/7/2013|2013-05-07|5
3/29/1984|1984-03-29|34
8/30/1983|1983-08-30|35
7/20/2014|2014-07-20|4
5/22/1977|1977-05-22|41
10/27/1961|1961-10-27|57
11/8/1985|1985-11-08|33
3/29/1955|1955-03-29|63
5/4/1975|1975-05-04|43
9/11/1963|1963-09-11|55
9/24/1984|1984-09-24|34
1/2/1975|1975-01-02|43
8/11/1974|1974-08-11|44
4/22/1986|1986-04-22|32
9/29/1941|1941-09-29|77
4/5/1935|1935-04-05|83
10/2/1958|1958-10-02|60
4/2/2007|2007-04-02|11
6/5/1943|1943-06-05|75
2/9/2001|2001-02-09|17
10/1/1977|1977-10-01|41
3/22/1965|1965-03-22|53
10/26/2005|2005-10-26|13
9/26/2005|2005-09-26|13
5/29/1935|1935-05-29|83
12/7/1981|1981-12-07|37
10/7/1955|1955-10-07|63
1/4/1973|1973-01-04|45
10/27/1995|1995-10-27|23
2/26/2004|2004-02-26|14
5/16/1940|1940-05-16|78
6/21/1963|1963-06-21|55
4/23/1950|1950-04-23|68
11/26/1995|1995-11-26|23
7/3/2009|2009-07-03|9
12/29/1981|1981-12-29|37
5/5/1947|1947-05-05|71
1/19/1961|1961-01-19|57
4/16/1950|1950-04-16|68
6/6/2006|2006-06-06|12
12/23/1957|1957-12-23|61
1/7/1940|1940-01-07|78
9/24/1942|1942-09-24|76
12/25/1962|1962-12-25|56
8/9/1980|1980-08-09|38
9/5/1936|1936-09-05|82
7/21/1941|1941-07-21|77
3/14/2010|2010-03-14|8
1/21/1972|1972-01-21|46
10/15/2008|2008-10-15|10
9/13/1986|1986-09-13|32
3/21/1973|1973-03-21|45
3/19/2016|2016-03-19|2
7/30/2017|2017-07-30|1
6/23/1991|1991-06-23|27
6/27/1983|1983-06-27|35
2/12/1947|1947-02-12|71
12/26/2009|2009-12-26|9
5/29/1982|1982-05-29|36
12/25/1995|1995-12-25|23
10/4/1988|1988-10-04|30
5/27/1950|1950-05-27|68
3/9/1975|1975-03-09|43
6/8/1985|1985-06-08|33
6/25/1994|1994-06-25|24
2/1/1979|1979-02-01|39
11/8/1989|1989-11-08|29
6/22/1963|1963-06-22|55
1/19/1994|1994-01-19|24
6/6/1977|1977-06-06|41
10/3/1993|1993-10-03|25
11/3/1990|1990-11-03|28
7/22/1939|1939-07-22|79
3/19/1972|1972-03-19|46
3/7/2013|2013-03-07|5
9/3/2004|2004-09-03|14
3/15/1974|1974-03-15|44
6/28/1990|1990-06-28|28
9/26/1972|1972-09-26|46
4/24/1961|1961-04-24|57
10/12/2000|2000-10-12|18
9/20/1986|1986-09-20|32
5/30/2006|2006-05-30|12
10/17/1954|1954-10-17|64
12/5/1990|1990-12-05|28
2/10/1967|1967-02-10|51
5/27/1970|1970-05-27|48
5/27/1954|1954-05-27|64
3/4/2003|2003-03-04|15
7/11/1939|1939-07-11|79
12/29/2010|2010-12-29|8
11/29/1997|1997-11-29|21
9/9/1940|1940-09-09|78
3/3/1943|1943-03-03|75
5/17/1936|1936-05-17|82
6/12/1969|1969-06-12|49
7/17/1975|1975-07-17|43
11/21/2011|2011-11-21|7
11/24/1994|1994-11-24|24
8/1/1961|1961-08-01|57
10/2/1954|1954-10-02|64
8/19/1984|1984-08-19|34
3/21/1962|1962-03-21|56
12/20/1938|1938-12-20|80
6/19/1933|1933-06-19|85
11/2/1951|1951-11-02|67
3/22/2011|2011-03-22|7
2/13/1937|1937-02-13|81
6/13/1954|1954-06-13|64
2/25/1997|1997-02-25|21
11/3/2008|2008-11-03|10
3/3/1939|1939-03-03|79
12/12/1947|1947-12-12|71
6/8/1995|1995-06-08|23
1/19/1944|1944-01-19|74
1/27/2016|2016-01-27|2
12/9/2013|2013-12-09|5
12/11/1958|1958-12-11|60
7/10/1971|1971-07-10|47
12/13/1966|1966-12-13|52
3/20/1945|1945-03-20|73
8/16/2013|2013-08-16|5
8/18/1952|1952-08-18|66
3/21/1979|1979-03-21|39
4/28/1983|1983-04-28|35
1/13/1977|1977-01-13|41
6/29/1938|1938-06-29|80
11/25/2002|2002-11-25|16
2/5/1963|1963-02-05|55
7/24/1962|1962-07-24|56
4/20/1973|1973-04-20|45
1/14/1963|1963-01-14|55
9/18/1938|1938-09-18|80
3/13/1975|1975-03-13|43
11/28/1934|1934-11-28|84
4/24/1982|1982-04-24|36
2/17/1998|1998-02-17|20
6/27/1974|1974-06-27|44
9/6/2016|2016-09-06|2
1/3/2014|2014-01-03|4
11/3/1961|1961-11-03|57
4/16/1983|1983-04-16|35
12/22/1990|1990-12-22|28
9/2/1989|1989-09-02|29
7/4/1966|1966-07-04|52
3/9/2014|2014-03-09|4
3/1/1960|1960-03-01|58
4/29/1981|1981-04-29|37
1/18/1981|1981-01-18|37
8/23/1942|1942-08-23|76
7/6/1949|1949-07-06|69
2/23/1959|1959-02-23|59
12/10/2010|2010-12-10|8
4/6/1976|1976-04-06|42
5/30/1965|1965-05-30|53
4/13/1943|1943-04-13|75
11/24/1983|1983-11-24|35
1/17/1942|1942-01-17|76
8/18/2017|2017-08-18|1
3/9/1984|1984-03-09|34
12/22/1944|1944-12-22|74
7/9/1976|1976-07-09|42
3/14/2015|2015-03-14|3
9/3/1988|1988-09-03|30
10/7/1937|1937-10-07|81
3/3/1949|1949-03-03|69
11/11/1942|1942-11-11|76
11/13/1947|1947-11-13|71
5/22/1945|1945-05-22|73
4/27/1983|1983-04-27|35
5/26/2011|2011-05-26|7
4/12/1980|1980-04-12|38
4/9/2016|2016-04-09|2
7/13/2010|2010-07-13|8
11/19/1969|1969-11-19|49
4/13/2009|2009-04-13|9
12/28/2011|2011-12-28|7
7/25/1957|1957-07-25|61
3/16/1949|1949-03-16|69
5/1/1941|1941-05-01|77
10/26/1996|1996-10-26|22
11/21/2015|2015-11-21|3
5/3/2003|2003-05-03|15
9/10/1983|1983-09-10|35
8/4/1996|1996-08-04|22
3/4/1970|1970-03-04|48
10/21/2001|2001-10-21|17
10/9/1950|1950-10-09|68
2/20/1984|1984-02-20|34
7/18/1976|1976-07-18|42
2/13/1985|1985-02-13|33
12/6/1973|1973-12-06|45
7/24/1987|1987-07-24|31
11/24/1965|1965-11-24|53
6/28/1977|1977-06-28|41
9/3/1976|1976-09-03|42
10/29/2017|2017-10-29|1
12/28/1982|1982-12-28|36
4/17/1960|1960-04-17|58
6/15/2005|2005-06-15|13
11/19/1970|1970-11-19|48
4/20/1964|1964-04-20|54
4/1/1977|1977-04-01|41
11/23/1996|1996-11-23|22
7/20/1946|1946-07-20|72
7/28/2011|2011-07-28|7
2/6/2014|2014-02-06|4
6/6/1969|1969-06-06|49
3/19/1939|1939-03-19|79
10/4/1945|1945-10-04|73
5/5/1939|1939-05-05|79
8/13/1984|1984-08-13|34
5/9/1996|1996-05-09|22
7/21/1936|1936-07-21|82
3/15/2010|2010-03-15|8
3/18/1934|1934-03-18|84
5/30/1953|1953-05-30|65
6/20/1989|1989-06-20|29
12/13/2006|2006-12-13|12
4/4/1947|1947-04-04|71
8/27/1944|1944-08-27|74
9/18/1998|1998-09-18|20
10/29/1988|1988-10-29|30
2/14/1980|1980-02-14|38
7/24/1943|1943-07-24|75
5/24/1969|1969-05-24|49
4/16/1985|1985-04-16|33
1/29/2007|2007-01-29|11
9/15/1966|1966-09-15|52
4/6/1954|1954-04-06|64
6/7/1953|1953-06-07|65
6/29/1982|1982-06-29|36
1/29/2015|2015-01-29|3
9/11/1989|1989-09-11|29
5/4/2001|2001-05-04|17
2/24/1943|1943-02-24|75
10/24/1940|1940-10-24|78
2/22/1973|1973-02-22|45
5/14/2003|2003-05-14|15
12/17/1956|1956-12-17|62
3/1/1946|1946-03-01|72
3/23/2009|2009-03-23|9
6/14/1973|1973-06-14|45
10/15/1947|1947-10-15|71
2/1/1959|1959-02-01|59
9/20/1963|1963-09-20|55
9/22/1953|1953-09-22|65
2/21/1980|1980-02-21|38
6/23/1981|1981-06-23|37
12/3/1997|1997-12-03|21
12/30/1973|1973-12-30|45
10/21/1999|1999-10-21|19
5/24/1975|1975-05-24|43
5/14/1969|1969-05-14|49
2/9/1978|1978-02-09|40
6/14/1979|1979-06-14|39
3/27/1998|1998-03-27|20
9/19/1951|1951-09-19|67
11/16/1992|1992-11-16|26
10/2/2010|2010-10-02|8
12/11/1981|1981-12-11|37
10/27/2009|2009-10-27|9
11/2/1942|1942-11-02|76
1/20/2011|2011-01-20|7
1/15/2005|2005-01-15|13
10/13/1947|1947-10-13|71
2/8/1941|1941-02-08|77
4/14/1953|1953-04-14|65
10/8/2014|2014-10-08|4
1/11/1967|1967-01-11|51
5/21/2008|2008-05-21|10
5/5/1973|1973-05-05|45
1/15/2015|2015-01-15|3
2/9/1933|1933-02-09|85
2/5/1981|1981-02-05|37
4/7/1976|1976-04-07|42
12/21/1958|1958-12-21|60
6/1/1965|1965-06-01|53
11/14/2006|2006-11-14|12
10/22/1963|1963-10-22|55
8/26/1958|1958-08-26|60
1/13/1941|1941-01-13|77
7/8/1962|1962-07-08|56
5/3/1951|1951-05-03|67
1/17/1988|1988-01-17|30
4/24/2008|2008-04-24|10
5/18/1937|1937-05-18|81
7/3/1976|1976-07-03|42
10/10/1962|1962-10-10|56
10/2/1988|1988-10-02|30
5/2/1968|1968-05-02|50
7/11/1955|1955-07-11|63
1/27/1987|1987-01-27|31
2/7/1957|1957-02-07|61
7/13/1961|1961-07-13|57
12/19/2005|2005-12-19|13
9/17/1979|1979-09-17|39
9/13/2017|2017-09-13|1
8/27/1953|1953-08-27|65
7/27/1998|1998-07-27|20
1/17/1970|1970-01-17|48
8/7/1986|1986-08-07|32
3/22/1977|1977-03-22|41
10/30/1957|1957-10-30|61
8/5/1937|1937-08-05|81
7/19/1981|1981-07-19|37
6/7/2017|2017-06-07|1
10/3/1943|1943-10-03|75
10/11/1958|1958-10-11|60
3/4/1987|1987-03-04|31
5/23/1977|1977-05-23|41
6/24/1957|1957-06-24|61
5/1/1964|1964-05-01|54
9/29/1995|1995-09-29|23
1/30/1987|1987-01-30|31
1/14/1951|1951-01-14|67
9/5/1972|1972-09-05|46
1/11/1974|1974-01-11|44
9/26/1975|1975-09-26|43
10/22/2016|2016-10-22|2
2/1/1982|1982-02-01|36
10/15/1986|1986-10-15|32
11/20/2003|2003-11-20|15
8/25/2012|2012-08-25|6
11/14/2001|2001-11-14|17
12/18/1965|1965-12-18|53
6/18/1953|1953-06-18|65
12/1/1961|1961-12-01|57
8/1/1965|1965-08-01|53
10/5/1967|1967-10-05|51
6/4/1949|1949-06-04|69
8/11/2013|2013-08-11|5
6/13/2017|2017-06-13|1
11/9/2014|2014-11-09|4
6/6/2003|2003-06-06|15
12/19/2007|2007-12-19|11
8/5/1952|1952-08-05|66
1/29/2004|2004-01-29|14
9/21/1935|1935-09-21|83
4/28/1959|1959-04-28|59
7/6/1980|1980-07-06|38
9/28/2003|2003-09-28|15
8/5/2010|2010-08-05|8
2/15/1983|1983-02-15|35
7/30/1972|1972-07-30|46
8/15/1986|1986-08-15|32
12/9/1988|1988-12-09|30
8/4/1966|1966-08-04|52
7/11/1981|1981-07-11|37
8/20/1941|1941-08-20|77
10/28/1947|1947-10-28|71
7/6/1998|1998-07-06|20
12/12/1995|1995-12-12|23
11/22/1989|1989-11-22|29
4/2/1942|1942-04-02|76
6/6/1963|1963-06-06|55
2/21/2016|2016-02-21|2
7/9/2013|2013-07-09|5
5/26/1949|1949-05-26|69
9/8/1951|1951-09-08|67
12/29/1945|1945-12-29|73
5/7/2000|2000-05-07|18
8/12/1987|1987-08-12|31
9/25/2007|2007-09-25|11
12/3/1948|1948-12-03|70
8/7/1968|1968-08-07|50
6/5/2009|2009-06-05|9
2/9/1934|1934-02-09|84
5/13/1972|1972-05-13|46
10/11/1972|1972-10-11|46
3/21/1998|1998-03-21|20
5/2/1986|1986-05-02|32
12/7/1963|1963-12-07|55
7/11/1944|1944-07-11|74
1/18/1941|1941-01-18|77
7/28/1959|1959-07-28|59
12/17/1968|1968-12-17|50
4/25/1982|1982-04-25|36
12/3/1947|1947-12-03|71
11/22/1953|1953-11-22|65
4/29/1987|1987-04-29|31
4/29/1941|1941-04-29|77
12/5/1976|1976-12-05|42
2/17/1945|1945-02-17|73
8/25/2009|2009-08-25|9
1/4/1942|1942-01-04|76
7/7/1936|1936-07-07|82
12/29/1946|1946-12-29|72
12/30/2008|2008-12-30|10
1/5/1985|1985-01-05|33
12/6/1982|1982-12-06|36
10/21/1953|1953-10-21|65
10/24/2010|2010-10-24|8
6/28/1956|1956-06-28|62
12/27/1961|1961-12-27|57
4/5/1958|1958-04-05|60
3/5/1965|1965-03-05|53
6/22/1958|1958-06-22|60
5/21/1963|1963-05-21|55
4/6/2002|2002-04-06|16
1/7/1976|1976-01-07|42
4/10/1960|1960-04-10|58
6/1/1957|1957-06-01|61
7/28/1979|1979-07-28|39
3/23/2004|2004-03-23|14
1/6/1964|1964-01-06|54
10/23/1936|1936-10-23|82
4/27/1960|1960-04-27|58
6/26/1965|1965-06-26|53
8/28/1969|1969-08-28|49
11/16/1969|1969-11-16|49
4/11/1949|1949-04-11|69
7/21/1952|1952-07-21|66
11/27/1974|1974-11-27|44
7/5/1964|1964-07-05|54
2/18/1947|1947-02-18|71
1/4/2007|2007-01-04|11
11/14/1947|1947-11-14|71
8/19/1991|1991-08-19|27
10/21/2006|2006-10-21|12
8/14/1979|1979-08-14|39
11/7/2014|2014-11-07|4
6/27/1955|1955-06-27|63
5/30/2015|2015-05-30|3
5/23/1987|1987-05-23|31
7/21/1958|1958-07-21|60
6/18/2017|2017-06-18|1
4/3/1966|1966-04-03|52
6/4/1998|1998-06-04|20
7/9/1991|1991-07-09|27
6/21/1981|1981-06-21|37
10/22/1992|1992-10-22|26
11/20/1979|1979-11-20|39
11/17/1950|1950-11-17|68
10/1/2016|2016-10-01|2
3/8/2000|2000-03-08|18
11/1/1988|1988-11-01|30
3/12/1988|1988-03-12|30
12/5/2002|2002-12-05|16
12/26/1946|1946-12-26|72
4/29/1946|1946-04-29|72
11/25/1995|1995-11-25|23
9/16/1995|1995-09-16|23
9/18/1963|1963-09-18|55
1/25/1951|1951-01-25|67
9/27/2015|2015-09-27|3
6/1/1936|1936-06-01|82
2/2/1957|1957-02-02|61
5/4/1995|1995-05-04|23
10/2/1944|1944-10-02|74
11/2/1966|1966-11-02|52
8/19/1992|1992-08-19|26
10/23/1994|1994-10-23|24
3/4/2013|2013-03-04|5
9/5/1980|1980-09-05|38
7/30/1959|1959-07-30|59
4/18/1986|1986-04-18|32
5/17/2015|2015-05-17|3
5/29/1940|1940-05-29|78
3/2/1960|1960-03-02|58
8/19/1952|1952-08-19|66
6/5/1948|1948-06-05|70
10/18/1993|1993-10-18|25
5/26/1995|1995-05-26|23
12/14/1935|1935-12-14|83
5/11/1995|1995-05-11|23
8/9/1996|1996-08-09|22
9/11/1957|1957-09-11|61
6/16/1982|1982-06-16|36
8/2/2007|2007-08-02|11
3/23/1977|1977-03-23|41
1/4/2010|2010-01-04|8
10/18/1958|1958-10-18|60
3/20/1992|1992-03-20|26
12/10/1946|1946-12-10|72
3/10/2004|2004-03-10|14
11/18/1961|1961-11-18|57
8/8/1956|1956-08-08|62
2/21/1984|1984-02-21|34
1/19/2011|2011-01-19|7
3/4/1937|1937-03-04|81
10/26/1969|1969-10-26|49
8/7/1946|1946-08-07|72
10/24/1971|1971-10-24|47
1/28/1934|1934-01-28|84
1/5/2007|2007-01-05|11
10/23/2011|2011-10-23|7
11/3/1995|1995-11-03|23
11/25/1942|1942-11-25|76
4/10/1972|1972-04-10|46
12/2/1969|1969-12-02|49
10/30/1950|1950-10-30|68
8/30/1955|1955-08-30|63
10/27/1939|1939-10-27|79
12/6/1974|1974-12-06|44
12/13/2000|2000-12-13|18
4/27/2001|2001-04-27|17
9/5/1962|1962-09-05|56
5/9/1985|1985-05-09|33
8/18/1991|1991-08-18|27
12/27/2014|2014-12-27|4
12/8/2012|2012-12-08|6
11/27/1969|1969-11-27|49
11/21/1941|1941-11-21|77
4/23/1989|1989-04-23|29
3/2/1992|1992-03-02|26
8/30/1939|1939-08-30|79
9/19/1964|1964-09-19|54
12/2/1935|1935-12-02|83
12/18/1941|1941-12-18|77
2/22/1953|1953-02-22|65
6/19/1989|1989-06-19|29
11/14/1950|1950-11-14|68
7/29/1975|1975-07-29|43
1/27/1989|1989-01-27|29
4/8/1990|1990-04-08|28
5/1/2008|2008-05-01|10
11/5/1955|1955-11-05|63
6/12/2011|2011-06-12|7
1/28/1974|1974-01-28|44
12/24/1962|1962-12-24|56
9/7/2015|2015-09-07|3
7/22/1936|1936-07-22|82
8/1/1951|1951-08-01|67
9/15/1937|1937-09-15|81
11/3/1950|1950-11-03|68
12/17/1948|1948-12-17|70
1/26/1996|1996-01-26|22
2/12/1971|1971-02-12|47
3/30/1938|1938-03-30|80
5/10/2008|2008-05-10|10
3/1/1941|1941-03-01|77
12/23/1982|1982-12-23|36
8/28/2013|2013-08-28|5
11/29/1979|1979-11-29|39
5/14/1990|1990-05-14|28
2/4/1988|1988-02-04|30
10/14/1998|1998-10-14|20
6/6/1946|1946-06-06|72
3/25/1933|1933-03-25|85
11/15/1996|1996-11-15|22
2/13/2009|2009-02-13|9
11/12/1962|1962-11-12|56
5/17/1944|1944-05-17|74
7/15/1969|1969-07-15|49
12/10/1938|1938-12-10|80
7/11/1976|1976-07-11|42
7/25/1964|1964-07-25|54
1/8/1936|1936-01-08|82
10/21/2013|2013-10-21|5
7/13/1993|1993-07-13|25
5/30/1967|1967-05-30|51
9/18/1965|1965-09-18|53
5/27/1952|1952-05-27|66
11/28/1962|1962-11-28|56
8/28/2006|2006-08-28|12
9/10/2012|2012-09-10|6
12/28/1944|1944-12-28|74
9/2/2000|2000-09-02|18
1/22/1936|1936-01-22|82
4/26/1945|1945-04-26|73
5/9/1937|1937-05-09|81
2/17/1949|1949-02-17|69
10/9/1956|1956-10-09|62
10/30/1953|1953-10-30|65
9/5/2008|2008-09-05|10
11/21/2007|2007-11-21|11
10/5/1994|1994-10-05|24
12/29/1986|1986-12-29|32
9/14/1968|1968-09-14|50
7/10/1986|1986-07-10|32
8/17/1957|1957-08-17|61
2/1/1990|1990-02-01|28
3/24/1978|1978-03-24|40
4/12/2009|2009-04-12|9
9/12/1983|1983-09-12|35
5/22/1957|1957-05-22|61
5/7/1934|1934-05-07|84
5/24/1940|1940-05-24|78
8/4/2002|2002-08-04|16
4/15/1981|1981-04-15|37
9/4/2004|2004-09-04|14
10/3/2013|2013-10-03|5
9/20/2000|2000-09-20|18
9/27/1939|1939-09-27|79
9/13/1934|1934-09-13|84
7/7/1980|1980-07-07|38
1/14/1948|1948-01-14|70
9/22/1949|1949-09-22|69
1/15/2003|2003-01-15|15
1/25/1954|1954-01-25|64
9/29/2008|2008-09-29|10
1/12/2017|2017-01-12|1
6/7/1955|1955-06-07|63
10/19/1944|1944-10-19|74
4/22/2017|2017-04-22|1
8/29/1995|1995-08-29|23
12/2/2011|2011-12-02|7
4/28/1949|1949-04-28|69
12/1/1957|1957-12-01|61
11/25/2017|2017-11-25|1
1/3/1938|1938-01-03|80
1/19/1982|1982-01-19|36
3/5/1956|1956-03-05|62
11/8/1978|1978-11-08|40
2/27/1992|1992-02-27|26
10/29/1982|1982-10-29|36
7/30/1993|1993-07-30|25
1/29/1949|1949-01-29|69
3/11/1942|1942-03-11|76
6/21/2004|2004-06-21|14
6/9/1976|1976-06-09|42
11/25/1967|1967-11-25|51
6/21/2013|2013-06-21|5
5/12/1963|1963-05-12|55
6/5/1937|1937-06-05|81
9/11/1935|1935-09-11|83
5/1/1980|1980-05-01|38
12/4/1933|1933-12-04|85
11/23/2015|2015-11-23|3
3/25/1953|1953-03-25|65
3/21/2015|2015-03-21|3
3/9/1960|1960-03-09|58
10/7/2016|2016-10-07|2
5/5/1938|1938-05-05|80
5/13/1941|1941-05-13|77
9/8/1934|1934-09-08|84
10/13/1943|1943-10-13|75
4/14/1944|1944-04-14|74
7/6/2009|2009-07-06|9
10/20/1969|1969-10-20|49
9/3/1948|1948-09-03|70
7/18/2006|2006-07-18|12
3/29/2008|2008-03-29|10
7/18/1990|1990-07-18|28
4/28/1992|1992-04-28|26
7/23/2004|2004-07-23|14
3/20/1958|1958-03-20|60
7/12/1962|1962-07-12|56
4/3/1963|1963-04-03|55
5/16/1991|1991-05-16|27
1/27/1952|1952-01-27|66
9/19/1967|1967-09-19|51
3/24/1940|1940-03-24|78
9/19/1976|1976-09-19|42
10/15/1993|1993-10-15|25
11/25/1955|1955-11-25|63
10/19/1989|1989-10-19|29
7/22/1985|1985-07-22|33
7/30/1997|1997-07-30|21
12/17/1970|1970-12-17|48
1/8/2017|2017-01-08|1
9/28/2013|2013-09-28|5
12/2/1966|1966-12-02|52
2/12/1950|1950-02-12|68
2/4/1996|1996-02-04|22
7/19/2004|2004-07-19|14
3/1/1972|1972-03-01|46
4/28/1975|1975-04-28|43
2/9/1942|1942-02-09|76
5/22/2006|2006-05-22|12
8/18/2006|2006-08-18|12
10/29/1951|1951-10-29|67
7/12/2014|2014-07-12|4
5/2/1933|1933-05-02|85
12/27/1953|1953-12-27|65
5/22/2009|2009-05-22|9
10/6/1947|1947-10-06|71
1/19/1972|1972-01-19|46
11/6/1950|1950-11-06|68
10/10/2007|2007-10-10|11
3/26/2017|2017-03-26|1
5/18/1942|1942-05-18|76
1/16/2006|2006-01-16|12
5/17/1985|1985-05-17|33
9/7/2011|2011-09-07|7
10/1/1969|1969-10-01|49
12/20/1981|1981-12-20|37
7/13/1933|1933-07-13|85
4/20/2016|2016-04-20|2
6/10/1940|1940-06-10|78
12/24/2017|2017-12-24|1
7/12/1979|1979-07-12|39
12/18/1945|1945-12-18|73
6/19/1957|1957-06-19|61
5/9/1935|1935-05-09|83
6/12/1979|1979-06-12|39
6/15/1944|1944-06-15|74
9/21/1951|1951-09-21|67
3/17/1939|1939-03-17|79
11/18/1994|1994-11-18|24
1/24/2010|2010-01-24|8
10/8/1950|1950-10-08|68
9/10/2006|2006-09-10|12
10/24/2003|2003-10-24|15
3/8/1981|1981-03-08|37
9/6/1978|1978-09-06|40
4/16/1965|1965-04-16|53
11/24/1984|1984-11-24|34
5/29/2011|2011-05-29|7
10/4/1942|1942-10-04|76
1/26/1997|1997-01-26|21
4/28/1971|1971-04-28|47
11/19/1990|1990-11-19|28
3/15/1953|1953-03-15|65
12/13/1973|1973-12-13|45
7/23/1997|1997-07-23|21
10/23/1937|1937-10-23|81
6/8/2008|2008-06-08|10
12/16/1954|1954-12-16|64
3/14/1941|1941-03-14|77
9/4/1938|1938-09-04|80
12/2/2002|2002-12-02|16
4/10/1965|1965-04-10|53
5/16/1949|1949-05-16|69
3/1/2010|2010-03-01|8
4/3/1969|1969-04-03|49
9/27/1958|1958-09-27|60
3/26/1977|1977-03-26|41
8/3/1998|1998-08-03|20
8/29/1983|1983-08-29|35
12/30/2007|2007-12-30|11
9/25/1964|1964-09-25|54
9/8/2008|2008-09-08|10
6/2/1971|1971-06-02|47
7/20/1965|1965-07-20|53
10/16/1975|1975-10-16|43
11/3/1969|1969-11-03|49
7/6/2015|2015-07-06|3
7/22/1948|1948-07-22|70
6/12/2014|2014-06-12|4
8/12/1942|1942-08-12|76
2/3/1997|1997-02-03|21
12/9/1986|1986-12-09|32
12/9/2010|2010-12-09|8
2/1/2012|2012-02-01|6
11/9/1992|1992-11-09|26
3/3/1969|1969-03-03|49
10/2/1957|1957-10-02|61
5/26/1982|1982-05-26|36
3/18/1962|1962-03-18|56
11/9/2005|2005-11-09|13
4/13/1998|1998-04-13|20
7/14/1933|1933-07-14|85
5/1/1988|1988-05-01|30
9/12/1987|1987-09-12|31
8/3/1941|1941-08-03|77
3/11/2007|2007-03-11|11
6/10/1962|1962-06-10|56
6/17/1952|1952-06-17|66
1/20/1963|1963-01-20|55
9/10/1958|1958-09-10|60
6/17/1974|1974-06-17|44
9/11/2002|2002-09-11|16
6/21/1985|1985-06-21|33
8/9/1993|1993-08-09|25
4/9/2000|2000-04-09|18
2/26/1960|1960-02-26|58
6/23/1952|1952-06-23|66
3/27/1983|1983-03-27|35
6/8/1971|1971-06-08|47
3/7/1989|1989-03-07|29
4/22/1935|1935-04-22|83
12/14/1988|1988-12-14|30
12/9/1972|1972-12-09|46
1/6/2002|2002-01-06|16
3/30/1973|1973-03-30|45
11/22/1988|1988-11-22|30
4/9/1954|1954-04-09|64
6/11/1972|1972-06-11|46
2/2/1997|1997-02-02|21
8/19/1946|1946-08-19|72
1/26/2005|2005-01-26|13
3/13/1936|1936-03-13|82
5/11/1962|1962-05-11|56
10/25/1940|1940-10-25|78
5/2/1939|1939-05-02|79
3/24/1994|1994-03-24|24
12/25/2006|2006-12-25|12
6/27/1985|1985-06-27|33
5/25/1961|1961-05-25|57
5/19/2005|2005-05-19|13
3/30/1981|1981-03-30|37
3/12/2016|2016-03-12|2
10/29/1980|1980-10-29|38
12/1/1934|1934-12-01|84
4/14/1999|1999-04-14|19
7/14/1985|1985-07-14|33
5/26/1941|1941-05-26|77
8/22/1940|1940-08-22|78
5/10/2002|2002-05-10|16
7/2/1970|1970-07-02|48
10/19/1940|1940-10-19|78
7/10/2012|2012-07-10|6
6/6/1988|1988-06-06|30
4/28/2000|2000-04-28|18
3/13/1965|1965-03-13|53
8/7/1935|1935-08-07|83
6/6/1982|1982-06-06|36
5/9/2003|2003-05-09|15
10/27/1955|1955-10-27|63
8/28/1948|1948-08-28|70
8/8/1952|1952-08-08|66
12/1/1953|1953-12-01|65
10/22/1987|1987-10-22|31
4/7/1981|1981-04-07|37
4/27/1934|1934-04-27|84
8/23/1969|1969-08-23|49
12/19/1987|1987-12-19|31
8/6/1945|1945-08-06|73
4/9/1965|1965-04-09|53
1/28/2015|2015-01-28|3
5/12/1974|1974-05-12|44
5/20/1962|1962-05-20|56
12/11/2016|2016-12-11|2
11/26/2006|2006-11-26|12
3/24/1936|1936-03-24|82
4/23/2007|2007-04-23|11
5/9/1954|1954-05-09|64
2/18/1944|1944-02-18|74
3/1/1951|1951-03-01|67
8/29/1957|1957-08-29|61
1/5/1979|1979-01-05|39
10/9/1990|1990-10-09|28
7/11/1953|1953-07-11|65
7/17/1989|1989-07-17|29
11/16/1974|1974-11-16|44
2/2/1961|1961-02-02|57
4/2/2008|2008-04-02|10
8/16/1934|1934-08-16|84
5/4/2015|2015-05-04|3
11/7/2010|2010-11-07|8
3/20/1998|1998-03-20|20
8/2/1997|1997-08-02|21
12/11/1989|1989-12-11|29
4/16/2004|2004-04-16|14
12/13/1943|1943-12-13|75
